NCVOG_gene	ARG085	Burma_1F	CCIBt4013	CIRM-AVA-1-Amber	CIRM-AVA-1-Meiospore	CIRM-AVA-1-Orange	California_12	JEL0065	JEL0095	JEL0112	JEL0117	JEL0120	JEL0129	JEL0176	JEL0318	JEL0345	JEL0379	JEL0388	JEL0389	JEL0407	JEL0476	JEL0513	JEL0522	JEL0563	JEL0566	JEL0567	JEL0680	JEL0695	JEL0708	JEL0728	JEL0729	JEL0754	JEL0764	JEL0774	JEL0797	JEL0801	JEL0829	JEL0837	JEL0838	JEL0842	JEL0847	JEL0866	JEL0888	JEL0916	JEL0917	KLL_TL_06062013	PLAUS21	WJD170
NCVOG4116	1.9e-33 (80 hits)	2.6e-14 (12 hits)	6.8e-208 (704 hits)	1e-11 (4 hits)			3.8e-12 (19 hits)	1.8e-73 (468 hits)	1.9e-84 (56 hits)	4.8e-92 (140 hits)	2.3e-101 (274 hits)	3.1e-22 (1 hits)	3.7e-153 (133 hits)	1e-40 (93 hits)	1.1e-41 (113 hits)	5.6e-38 (71 hits)	1.7e-36 (32 hits)	8.7e-71 (673 hits)	9.3e-43 (54 hits)	4e-32 (112 hits)	1.8e-37 (16 hits)	2.5e-63 (146 hits)	8.9e-21 (23 hits)	5e-36 (15 hits)	5.3e-33 (46 hits)	1.6e-51 (40 hits)	4.1e-42 (43 hits)	1.3e-53 (260 hits)	2.3e-149 (53 hits)	4.7e-70 (151 hits)	4.4e-61 (120 hits)	8e-92 (762 hits)	1.3e-81 (524 hits)	1.6e-54 (166 hits)	2.5e-44 (60 hits)	2.3e-96 (557 hits)	4e-43 (51 hits)	9e-21 (2 hits)	1.4e-60 (152 hits)	2.2e-36 (119 hits)	5.1e-51 (136 hits)	8.6e-63 (135 hits)	2.7e-40 (333 hits)	5.4e-136 (192 hits)	5.4e-65 (209 hits)	9.8e-44 (120 hits)	6e-61 (145 hits)	8.4e-100 (622 hits)
NCVOG4118			1.9e-73 (670 hits)	3.5e-09 (1 hits)				1.3e-24 (39 hits)		2.2e-42 (59 hits)	2.3e-24 (78 hits)		2e-57 (58 hits)		8.4e-12 (4 hits)			3.2e-45 (32 hits)		3.5e-13 (19 hits)	4.6e-17 (4 hits)	9.6e-28 (39 hits)	3.7e-17 (4 hits)				3.8e-10 (5 hits)	1.1e-14 (12 hits)	5.2e-09 (4 hits)	1.7e-17 (8 hits)	3.3e-13 (23 hits)	2.6e-54 (306 hits)	4.1e-12 (5 hits)		4.3e-17 (10 hits)	8.8e-13 (2 hits)	2.5e-10 (7 hits)		3.2e-09 (5 hits)	8.6e-10 (3 hits)	2.7e-13 (3 hits)	2.6e-13 (3 hits)		1.6e-25 (23 hits)	9.4e-25 (41 hits)	2.3e-09 (4 hits)	1.3e-14 (4 hits)	2.9e-26 (7 hits)
NCVOG4121	1.3e-12 (8 hits)	4.9e-17 (7 hits)	2.1e-101 (617 hits)				2.1e-09 (3 hits)	1.4e-27 (188 hits)	8.6e-23 (28 hits)	1.3e-64 (110 hits)	4.7e-41 (110 hits)	1.2e-12 (1 hits)	1.3e-93 (105 hits)	2.3e-11 (7 hits)	1.3e-24 (55 hits)	1.1e-13 (6 hits)	2.2e-11 (8 hits)	6.8e-44 (524 hits)	2.2e-16 (10 hits)	1.7e-20 (47 hits)	5e-36 (6 hits)	1.7e-30 (74 hits)	1.4e-22 (11 hits)	5.2e-14 (8 hits)	1.2e-18 (14 hits)	8.2e-20 (15 hits)	1.9e-16 (6 hits)	3.7e-39 (177 hits)	1.5e-66 (39 hits)	1.9e-22 (129 hits)	1.5e-14 (27 hits)	1.4e-58 (258 hits)	3.5e-37 (363 hits)	1.5e-26 (89 hits)	3.1e-15 (5 hits)	3.9e-31 (234 hits)	8.1e-17 (6 hits)	1.1e-09 (2 hits)	1.6e-27 (196 hits)	1.8e-22 (43 hits)	2.3e-31 (117 hits)	2.2e-31 (118 hits)	5.7e-17 (114 hits)	5.9e-58 (130 hits)	5.1e-39 (72 hits)	2.3e-23 (19 hits)	6.2e-28 (171 hits)	9.6e-56 (616 hits)
NCVOG4122	2.4e-53 (75 hits)	1.1e-33 (27 hits)	5.6e-255 (856 hits)	2.8e-13 (5 hits)			8.2e-31 (39 hits)	2.3e-122 (586 hits)	1.5e-112 (54 hits)	7.3e-155 (192 hits)	4.6e-111 (322 hits)	5.1e-24 (2 hits)	4.6e-269 (245 hits)	7e-65 (81 hits)	1.1e-46 (108 hits)	3.5e-56 (79 hits)	1.8e-60 (31 hits)	2.7e-110 (569 hits)	3.1e-91 (64 hits)	1.3e-41 (116 hits)	2.1e-107 (21 hits)	1.3e-117 (172 hits)	2.9e-55 (32 hits)	2.5e-73 (23 hits)	1.3e-48 (55 hits)	8.8e-81 (37 hits)	3.4e-51 (61 hits)	2.4e-77 (280 hits)	8.9e-219 (67 hits)	3.3e-89 (244 hits)	1.3e-90 (105 hits)	9.5e-129 (788 hits)	4.8e-99 (562 hits)	2.2e-65 (196 hits)	2.5e-60 (81 hits)	1.1e-177 (854 hits)	4.1e-78 (65 hits)	1.9e-34 (2 hits)	1.6e-91 (215 hits)	2.5e-62 (128 hits)	1.1e-69 (186 hits)	1.3e-108 (181 hits)	4.7e-68 (417 hits)	1.2e-128 (184 hits)	1.5e-94 (251 hits)	1.3e-68 (153 hits)	2.1e-96 (241 hits)	2.1e-161 (708 hits)
NCVOG4123	1.7e-34 (57 hits)	2.5e-25 (27 hits)	1.8e-154 (756 hits)				4.2e-25 (27 hits)	4.6e-64 (434 hits)	3.2e-67 (44 hits)	4.6e-113 (146 hits)	1.6e-92 (243 hits)	9.7e-20 (2 hits)	1.2e-218 (155 hits)	2.3e-31 (70 hits)	8.6e-34 (113 hits)	1.5e-38 (67 hits)	2.1e-30 (27 hits)	1e-74 (692 hits)	2.6e-45 (46 hits)	4.2e-35 (75 hits)	3e-59 (12 hits)	6.9e-51 (141 hits)	2.2e-36 (21 hits)	4.3e-33 (17 hits)	1.9e-38 (36 hits)	1.8e-41 (32 hits)	2.3e-36 (45 hits)	1.5e-51 (203 hits)	6e-144 (52 hits)	1.5e-57 (136 hits)	7e-75 (85 hits)	1.3e-102 (612 hits)	8.1e-69 (586 hits)	3.4e-48 (149 hits)	5.9e-39 (59 hits)	8.1e-72 (534 hits)	2.5e-31 (49 hits)	1.2e-18 (2 hits)	1.5e-55 (129 hits)	3.8e-43 (162 hits)	3.8e-52 (145 hits)	1.5e-58 (144 hits)	1.9e-41 (465 hits)	2.4e-91 (163 hits)	5.4e-57 (185 hits)	5.6e-48 (98 hits)	2.6e-50 (133 hits)	1.9e-133 (647 hits)
NCVOG4129				8.4e-11 (3 hits)			2e-10 (2 hits)								2.6e-13 (10 hits)																		4.8e-10 (2 hits)															3.7e-16 (92 hits)
NCVOG4130				2e-15 (11 hits)																											3.7e-09 (2 hits)																	
NCVOG4134	4.9e-51 (3 hits)	1.5e-105 (2 hits)	1.5e-20 (3 hits)	1.9e-91 (26 hits)	1.3e-34 (4 hits)	7.7e-35 (4 hits)	2.7e-105 (8 hits)	5.3e-41 (6 hits)	3.3e-38 (2 hits)	2.1e-34 (6 hits)	3.7e-36 (5 hits)		2.2e-34 (6 hits)	8.1e-88 (2 hits)	1e-13 (1 hits)	6.5e-61 (3 hits)	6.7e-43 (1 hits)	1.7e-11 (1 hits)	1.6e-57 (3 hits)	3.9e-09 (1 hits)	2.8e-21 (2 hits)	5.9e-53 (3 hits)	3.9e-17 (2 hits)	1.8e-48 (1 hits)	2.5e-42 (2 hits)	1.7e-57 (3 hits)	5.7e-36 (3 hits)	5.9e-51 (5 hits)	5.5e-48 (3 hits)	9e-27 (4 hits)	1.2e-107 (4 hits)	4.4e-14 (3 hits)	1e-19 (3 hits)	8.6e-10 (1 hits)	2.4e-48 (2 hits)	1.1e-12 (2 hits)	4.4e-36 (3 hits)		1.3e-23 (2 hits)	9.2e-16 (1 hits)	1.1e-15 (2 hits)	6.2e-23 (2 hits)	9.9e-49 (1 hits)	4.5e-63 (3 hits)	6.8e-22 (11 hits)	8.2e-15 (1 hits)	1.5e-23 (1 hits)	7.5e-17 (1 hits)
NCVOG4145				1e-27 (1 hits)																																												
NCVOG4158				6.2e-12 (2 hits)																													4.3e-16 (2 hits)															
NCVOG4159				1.4e-21 (11 hits)												2.3e-89 (1 hits)						2e-29 (10 hits)																						7.5e-19 (3 hits)				2.2e-62 (1 hits)
NCVOG4161		4.7e-09 (1 hits)					6.6e-12 (1 hits)								3.5e-10 (1 hits)																																	
NCVOG4162																					5.5e-12 (3 hits)		4.4e-12 (3 hits)													3.8e-10 (3 hits)	1.7e-09 (1 hits)			1.6e-10 (1 hits)			6e-09 (1 hits)			1.2e-10 (1 hits)		
NCVOG4170	1.1e-29 (8 hits)	4.7e-26 (1 hits)	2.6e-22 (1 hits)	2.4e-45 (14 hits)	2.8e-25 (1 hits)	1.7e-25 (1 hits)	1.6e-25 (1 hits)	1.9e-30 (6 hits)	5.1e-25 (2 hits)	4.3e-16 (3 hits)	1.3e-18 (7 hits)		4.8e-16 (3 hits)	3.2e-27 (7 hits)	1.6e-11 (1 hits)	5.7e-20 (7 hits)	2.6e-25 (2 hits)	4e-11 (1 hits)	2.2e-25 (2 hits)	3.2e-11 (1 hits)	2e-11 (3 hits)	1e-20 (5 hits)	1.6e-11 (3 hits)	1.2e-25 (2 hits)	1.9e-25 (2 hits)	2.1e-25 (2 hits)	5.4e-12 (1 hits)	2.3e-29 (8 hits)	2.3e-25 (2 hits)	1.1e-10 (1 hits)	6.4e-46 (4 hits)	1.4e-10 (1 hits)	1.4e-11 (2 hits)		9.9e-32 (5 hits)		2.7e-12 (1 hits)		1.3e-10 (3 hits)		1.6e-10 (1 hits)	1.6e-10 (1 hits)	3.8e-25 (1 hits)	6.3e-20 (1 hits)	4.2e-26 (7 hits)	2.1e-10 (1 hits)	2.4e-10 (1 hits)	1.5e-12 (1 hits)
NCVOG4187		4.4e-14 (1 hits)		1e-23 (2 hits)			2e-17 (2 hits)																				4.8e-27 (1 hits)	7.4e-22 (4 hits)									7.9e-27 (1 hits)											
NCVOG4199	1.5e-11 (10 hits)													3.3e-11 (10 hits)		2.2e-09 (9 hits)												1.9e-11 (10 hits)																				
NCVOG4202				5.7e-19 (1 hits)																																												
NCVOG4212																																														6.5e-09 (6 hits)		
NCVOG4219			1.2e-09 (2 hits)							7.9e-29 (1 hits)	4.9e-37 (5 hits)		5.2e-29 (1 hits)							7.3e-44 (6 hits)		2.6e-19 (2 hits)											2e-34 (2 hits)	5.7e-24 (2 hits)											1.1e-35 (3 hits)			1.6e-26 (2 hits)
NCVOG4241																8.6e-09 (16 hits)													5.7e-09 (1 hits)							3.3e-21 (11 hits)												
NCVOG4251																				1.6e-09 (2 hits)	1.9e-28 (5 hits)		2.8e-30 (5 hits)																					8e-12 (1 hits)				
NCVOG4292																																8.4e-09 (2 hits)																
NCVOG4324	2e-27 (2 hits)	4.5e-84 (3 hits)	2.1e-18 (3 hits)	1.1e-86 (5 hits)	3.7e-87 (2 hits)	2.3e-87 (2 hits)	1.8e-42 (4 hits)	2.9e-33 (6 hits)	7e-55 (3 hits)	2.6e-41 (3 hits)	3.9e-45 (4 hits)		3.1e-41 (3 hits)	2e-27 (2 hits)	6.5e-18 (1 hits)	1.9e-28 (3 hits)	5.4e-43 (3 hits)	2.4e-21 (2 hits)	1e-46 (3 hits)	1.8e-38 (1 hits)	8.4e-22 (3 hits)	9.2e-34 (1 hits)	6.8e-22 (3 hits)	6.4e-43 (3 hits)	1.6e-46 (3 hits)	7.8e-43 (3 hits)	1.2e-36 (2 hits)	1.7e-45 (3 hits)	7.8e-43 (3 hits)	2.3e-33 (4 hits)	3.3e-15 (1 hits)		4.3e-15 (2 hits)	2.6e-24 (1 hits)	1.1e-35 (4 hits)	1.6e-21 (4 hits)	1.5e-36 (2 hits)		1e-34 (2 hits)	3.6e-23 (3 hits)	1.2e-34 (2 hits)	1.2e-34 (2 hits)	1.8e-33 (3 hits)	3.1e-28 (1 hits)	7.8e-40 (7 hits)		1.7e-34 (2 hits)	4.6e-26 (1 hits)
NCVOG4331	2e-09 (1 hits)									3.1e-10 (1 hits)	8.2e-09 (1 hits)		3.2e-10 (1 hits)	2.2e-09 (1 hits)	3.1e-16 (1 hits)	1.7e-09 (1 hits)				1.1e-12 (3 hits)							1.7e-14 (3 hits)	7.1e-24 (4 hits)					3.2e-14 (1 hits)		1.6e-09 (4 hits)		1.1e-30 (3 hits)			2.6e-11 (2 hits)				5.2e-11 (1 hits)				1.5e-22 (2 hits)
NCVOG4333				1.2e-12 (2 hits)																																												
NCVOG4338				9.5e-13 (6 hits)												7.3e-09 (2 hits)																																
NCVOG4343		1.7e-22 (2 hits)					3.3e-16 (2 hits)														1e-19 (1 hits)		1.1e-19 (1 hits)										2.2e-09 (3 hits)															3.1e-11 (2 hits)
NCVOG4344	1.3e-31 (63 hits)	2.8e-26 (44 hits)	3.9e-297 (733 hits)	1.2e-30 (26 hits)	4.7e-31 (8 hits)	2e-25 (4 hits)	4.3e-28 (59 hits)	8.7e-74 (129 hits)	2.2e-33 (30 hits)	5e-152 (129 hits)	1.4e-228 (197 hits)	4.7e-25 (1 hits)	5e-230 (140 hits)	3.2e-33 (64 hits)	1.1e-41 (91 hits)	8.8e-25 (44 hits)	3.8e-36 (50 hits)	2.3e-132 (163 hits)	6.6e-40 (51 hits)	5.7e-48 (240 hits)	4.7e-32 (22 hits)	1.4e-90 (117 hits)	1.3e-32 (21 hits)	3.5e-29 (38 hits)	2.6e-39 (48 hits)	1.6e-39 (47 hits)	2.2e-39 (35 hits)	8.9e-37 (124 hits)	2.6e-72 (68 hits)	2.4e-37 (52 hits)	5.4e-73 (109 hits)	1.9e-160 (1134 hits)	2.3e-59 (284 hits)	6.3e-40 (117 hits)	3.7e-72 (43 hits)	6.5e-32 (27 hits)	1.1e-39 (38 hits)		1.3e-38 (44 hits)	2.5e-53 (49 hits)	5.5e-34 (50 hits)	5.4e-34 (56 hits)	1.8e-46 (57 hits)	2.1e-106 (151 hits)	3.9e-127 (142 hits)	2.3e-62 (81 hits)	3.4e-40 (43 hits)	1.8e-110 (400 hits)
NCVOG4345				5.5e-23 (25 hits)		5.6e-09 (3 hits)																											2.8e-13 (2 hits)															
NCVOG4352				2.2e-11 (7 hits)						1.8e-10 (1 hits)			1.5e-10 (1 hits)									4.6e-10 (1 hits)								7.1e-11 (1 hits)	7.7e-13 (3 hits)										4.1e-11 (1 hits)	4e-11 (1 hits)					6.9e-10 (1 hits)	
NCVOG4357	8.2e-32 (3 hits)		2.4e-53 (3 hits)	3e-15 (5 hits)				2.8e-55 (29 hits)			4.2e-91 (51 hits)							1.3e-34 (4 hits)		3.2e-62 (8 hits)	3.4e-55 (3 hits)		2.2e-55 (3 hits)				1.3e-40 (3 hits)	1.9e-107 (9 hits)			2e-34 (2 hits)	4.4e-99 (9 hits)			8.2e-98 (32 hits)	5e-51 (2 hits)	5.3e-42 (2 hits)			1.5e-60 (7 hits)			2.8e-91 (2 hits)	7.1e-21 (3 hits)	1.3e-88 (38 hits)	4.8e-41 (6 hits)		
NCVOG4361																																									5.9e-10 (1 hits)	5.7e-10 (1 hits)					7.4e-10 (1 hits)	
NCVOG4371	8.1e-15 (20 hits)	4.5e-13 (2 hits)	1.8e-110 (817 hits)	1.2e-19 (9 hits)	1.6e-21 (5 hits)	2.2e-10 (2 hits)	9.7e-13 (4 hits)	3.5e-35 (103 hits)	2.2e-11 (7 hits)	2.1e-76 (106 hits)	1.1e-86 (148 hits)	5.1e-17 (2 hits)	7.2e-100 (105 hits)	4.6e-14 (18 hits)	4.7e-24 (11 hits)	4.8e-14 (15 hits)	1.4e-14 (4 hits)	2.1e-73 (105 hits)	1.3e-13 (6 hits)	2.9e-29 (150 hits)	5.9e-19 (9 hits)	2.1e-44 (79 hits)	6.2e-19 (9 hits)	2.4e-11 (5 hits)	2.9e-15 (9 hits)	1.4e-13 (10 hits)	1.9e-31 (16 hits)	2.3e-24 (51 hits)	1.2e-34 (67 hits)	2.6e-25 (22 hits)	7.6e-38 (66 hits)	7.3e-92 (653 hits)	5.7e-28 (129 hits)	2e-15 (33 hits)	2e-24 (20 hits)	4.3e-24 (7 hits)	1.7e-24 (14 hits)		2.6e-22 (17 hits)	4.3e-21 (12 hits)	1.8e-23 (18 hits)	1.7e-23 (20 hits)	8.6e-17 (15 hits)	7e-71 (106 hits)	1.3e-72 (106 hits)	7.7e-34 (40 hits)	8.6e-23 (17 hits)	5.3e-41 (351 hits)
NCVOG4372	7.8e-17 (20 hits)	2.7e-11 (7 hits)	1.8e-120 (1083 hits)	7.3e-15 (10 hits)	4.5e-15 (5 hits)	4.8e-09 (2 hits)	2.1e-10 (3 hits)	2.8e-42 (98 hits)	1.5e-11 (11 hits)	1.1e-81 (139 hits)	8.6e-104 (204 hits)	2.6e-12 (2 hits)	1.2e-151 (135 hits)	1.3e-16 (29 hits)	4.9e-26 (64 hits)	3.6e-13 (14 hits)	2.3e-18 (17 hits)	3.1e-72 (130 hits)	1.5e-13 (22 hits)	8.7e-30 (193 hits)	2.3e-20 (5 hits)	3.6e-45 (103 hits)	2e-20 (5 hits)	5.7e-12 (14 hits)	1.1e-18 (23 hits)	1.5e-18 (22 hits)	2.6e-19 (22 hits)	1.9e-27 (65 hits)	1.8e-64 (98 hits)	3.2e-20 (34 hits)	9.8e-30 (83 hits)	2e-94 (1088 hits)	1.1e-30 (332 hits)	7.9e-21 (139 hits)	6.1e-36 (30 hits)	5e-19 (4 hits)	1.5e-19 (18 hits)		2.1e-15 (25 hits)	5.8e-25 (28 hits)	4.2e-17 (26 hits)	3.8e-17 (28 hits)	9.6e-19 (26 hits)	2.8e-46 (198 hits)	5.3e-73 (137 hits)	5.4e-27 (49 hits)	1.6e-15 (29 hits)	7.4e-45 (711 hits)
NCVOG4379		6e-09 (1 hits)																9.6e-12 (1 hits)	6.1e-14 (3 hits)						3.3e-09 (3 hits)	5e-10 (2 hits)			2.8e-10 (1 hits)					3.5e-11 (2 hits)	6.6e-09 (1 hits)	5e-09 (1 hits)								3e-14 (1 hits)		9.5e-14 (1 hits)		
NCVOG4382			9e-54 (398 hits)				6.7e-15 (3 hits)	6.6e-20 (25 hits)		1.1e-25 (24 hits)	5.9e-32 (52 hits)		4e-38 (21 hits)				2.9e-13 (2 hits)	2.1e-21 (41 hits)	2.6e-13 (2 hits)	6.1e-21 (44 hits)	1.8e-10 (2 hits)	1.4e-15 (31 hits)	1.4e-10 (2 hits)		5.5e-14 (2 hits)	3.9e-13 (2 hits)			1.5e-14 (4 hits)		2e-29 (22 hits)	3.3e-24 (118 hits)	1.8e-15 (6 hits)	1.9e-09 (4 hits)	7.9e-10 (4 hits)				4.1e-09 (4 hits)	3e-11 (3 hits)	3.1e-09 (2 hits)	3e-09 (2 hits)	2.2e-14 (4 hits)	3.6e-35 (14 hits)	9.5e-22 (24 hits)	6e-18 (9 hits)	4.2e-09 (2 hits)	2.2e-23 (8 hits)
NCVOG4396									6.7e-15 (2 hits)						1.2e-09 (1 hits)		2.4e-12 (4 hits)		2e-14 (5 hits)					9.8e-16 (4 hits)	2.4e-15 (4 hits)	2e-14 (4 hits)	1.5e-23 (4 hits)						9.3e-10 (1 hits)				9.5e-24 (4 hits)											3.7e-11 (2 hits)
NCVOG4403																											7.1e-11 (2 hits)										1.3e-10 (2 hits)											7.8e-10 (1 hits)
NCVOG4404			2.8e-35 (594 hits)	1.9e-11 (4 hits)	2.2e-09 (2 hits)			3e-19 (39 hits)		1.7e-50 (62 hits)	1.2e-56 (118 hits)		5.9e-68 (73 hits)		2.2e-13 (6 hits)			2.5e-33 (60 hits)		2.8e-18 (23 hits)		2.3e-20 (31 hits)					8.4e-11 (3 hits)	3.3e-16 (12 hits)	4.2e-26 (38 hits)	1.1e-09 (6 hits)	7.4e-09 (2 hits)	1.3e-34 (221 hits)	6e-10 (11 hits)		5.9e-12 (7 hits)		3.3e-11 (3 hits)		2e-10 (3 hits)					3.6e-38 (48 hits)	2.4e-37 (52 hits)	1.5e-14 (10 hits)	1.7e-11 (3 hits)	3.4e-16 (26 hits)
NCVOG4407	1.3e-09 (3 hits)		9.3e-23 (210 hits)							5e-20 (47 hits)	1.8e-26 (46 hits)		6.6e-24 (73 hits)					2e-20 (38 hits)				1.4e-13 (20 hits)										1.2e-22 (75 hits)													1.8e-15 (23 hits)			
NCVOG4412			1.6e-23 (252 hits)					4.4e-10 (9 hits)		3.9e-19 (9 hits)	9.1e-31 (61 hits)		1.7e-19 (20 hits)					7.2e-17 (26 hits)				5e-16 (12 hits)								6.7e-09 (2 hits)	1.2e-17 (6 hits)	5.4e-20 (40 hits)												1.1e-10 (8 hits)	9.6e-14 (21 hits)	2.4e-09 (3 hits)		9.5e-12 (8 hits)
NCVOG4413								1.5e-11 (25 hits)		7.5e-24 (48 hits)			2.9e-33 (65 hits)					6.3e-13 (83 hits)			1.5e-20 (7 hits)		1.4e-11 (7 hits)						2e-26 (41 hits)	3.9e-12 (24 hits)				5.7e-10 (6 hits)		3.4e-15 (30 hits)			9.1e-15 (26 hits)	1.5e-10 (12 hits)	1.6e-13 (22 hits)	1.8e-15 (19 hits)		2.8e-14 (19 hits)			5.9e-11 (21 hits)	3.5e-17 (77 hits)
NCVOG4414	9.4e-24 (45 hits)	7.4e-12 (8 hits)	1.4e-165 (821 hits)	5.3e-14 (7 hits)	1.4e-11 (2 hits)		2.9e-11 (2 hits)	4.7e-53 (446 hits)	8.7e-41 (48 hits)	1.2e-114 (154 hits)	7.2e-86 (224 hits)	2.2e-20 (2 hits)	4.6e-149 (161 hits)	2.9e-31 (58 hits)	1.5e-30 (111 hits)	2.4e-34 (46 hits)	1.1e-21 (19 hits)	3.5e-75 (645 hits)	1.1e-31 (36 hits)	1.5e-35 (137 hits)	2e-37 (14 hits)	8e-54 (128 hits)	2.9e-22 (20 hits)	4.1e-28 (14 hits)	3.1e-23 (35 hits)	3.8e-34 (34 hits)	6.1e-30 (29 hits)	2.2e-36 (196 hits)	1.4e-132 (70 hits)	3.4e-51 (140 hits)	2.7e-37 (98 hits)	8.4e-98 (682 hits)	3.8e-90 (527 hits)	2.7e-40 (166 hits)	2.8e-34 (46 hits)	4.3e-65 (449 hits)	1.4e-30 (34 hits)	9.6e-19 (2 hits)	1.6e-43 (142 hits)	1.1e-26 (86 hits)	4.8e-36 (144 hits)	3.7e-41 (145 hits)	8.9e-38 (148 hits)	5e-97 (207 hits)	1.1e-63 (165 hits)	2.5e-37 (108 hits)	2e-38 (127 hits)	8.3e-113 (746 hits)
NCVOG4415										6.7e-09 (4 hits)			9.1e-11 (10 hits)		6.8e-09 (5 hits)														3.8e-21 (30 hits)			3.6e-14 (15 hits)	8.9e-10 (4 hits)	7.2e-09 (3 hits)										4.4e-19 (35 hits)				8.7e-15 (29 hits)
NCVOG4416	2.4e-21 (26 hits)	1.8e-10 (9 hits)	6.5e-91 (960 hits)				2.7e-09 (3 hits)	9.2e-48 (393 hits)	3.7e-37 (46 hits)	1.8e-88 (151 hits)	5.6e-39 (158 hits)	2.5e-13 (3 hits)	3e-123 (155 hits)	3.2e-20 (27 hits)	1.9e-16 (37 hits)	8.7e-24 (24 hits)	5.6e-16 (17 hits)	3.3e-36 (565 hits)	1.9e-26 (26 hits)	4e-15 (17 hits)	3.2e-38 (9 hits)	2e-39 (83 hits)	2e-20 (19 hits)	8e-22 (10 hits)	9.6e-17 (23 hits)	2e-27 (22 hits)	8.1e-17 (23 hits)	3.5e-30 (83 hits)	2.2e-73 (60 hits)	2.9e-41 (120 hits)	5.8e-34 (33 hits)	6.5e-44 (268 hits)	6.8e-32 (292 hits)	3e-22 (75 hits)	5.8e-18 (40 hits)	1.2e-57 (595 hits)	1.4e-17 (29 hits)	6.7e-15 (2 hits)	3.8e-44 (124 hits)	3.8e-20 (70 hits)	1.6e-31 (130 hits)	3.3e-33 (118 hits)	1.5e-21 (178 hits)	1.7e-48 (113 hits)	8.1e-22 (98 hits)	5.1e-22 (64 hits)	6.8e-42 (109 hits)	7.2e-53 (703 hits)
NCVOG4418	3.6e-24 (38 hits)	9.3e-12 (5 hits)	1.2e-84 (645 hits)				4.5e-11 (2 hits)	1.6e-47 (409 hits)	1.4e-51 (38 hits)	1.3e-45 (118 hits)	2e-25 (150 hits)	4.6e-10 (2 hits)	2.4e-67 (113 hits)	9.2e-24 (42 hits)	6.9e-20 (71 hits)	4.8e-27 (42 hits)	1.9e-25 (18 hits)	1.4e-49 (573 hits)	9.1e-25 (31 hits)	6.4e-13 (12 hits)	1.1e-32 (3 hits)	2.5e-29 (86 hits)	2.6e-22 (5 hits)	3.8e-21 (8 hits)	1.1e-15 (28 hits)	1.3e-24 (23 hits)	5.3e-27 (25 hits)	5.4e-37 (194 hits)	3.2e-77 (56 hits)	2.1e-39 (118 hits)	5.2e-35 (61 hits)	1.6e-47 (349 hits)	2.8e-43 (457 hits)	2.3e-27 (125 hits)	1.2e-18 (45 hits)	2.8e-46 (429 hits)	9.4e-27 (30 hits)	2.7e-14 (2 hits)	6.4e-41 (114 hits)	1.2e-28 (103 hits)	3.9e-33 (128 hits)	2e-42 (112 hits)	4.2e-33 (316 hits)	1.7e-57 (164 hits)	8.7e-23 (95 hits)	4.9e-33 (68 hits)	2.8e-31 (107 hits)	3.2e-54 (772 hits)
NCVOG4419	2.3e-20 (22 hits)	5.2e-10 (4 hits)	2.1e-90 (638 hits)					5.5e-53 (289 hits)	2.7e-43 (30 hits)	2.5e-48 (83 hits)	2.7e-38 (117 hits)	4.6e-13 (1 hits)	5.8e-71 (83 hits)	5.8e-20 (21 hits)	8.8e-23 (58 hits)	9e-20 (23 hits)	5.6e-12 (8 hits)	1.7e-32 (414 hits)	2e-21 (16 hits)	1.1e-10 (15 hits)	4.4e-28 (8 hits)	2.3e-27 (64 hits)	7e-16 (13 hits)	1.7e-16 (4 hits)	3.6e-13 (9 hits)	6.6e-22 (13 hits)	1.5e-16 (11 hits)	1.2e-28 (120 hits)	3.9e-77 (33 hits)	1.1e-36 (83 hits)	1e-30 (47 hits)	1.3e-60 (278 hits)	4.3e-44 (309 hits)	2.6e-27 (75 hits)	4.7e-18 (36 hits)	2.2e-49 (336 hits)	4.8e-16 (17 hits)	3.5e-13 (3 hits)	2.8e-44 (86 hits)	4.6e-16 (38 hits)	6e-29 (102 hits)	1.7e-33 (91 hits)	3.7e-13 (36 hits)	2.2e-60 (104 hits)	3.1e-30 (65 hits)	7.5e-21 (46 hits)	1.1e-29 (78 hits)	7.5e-48 (517 hits)
NCVOG4420								5e-09 (3 hits)		4.5e-37 (46 hits)	4.3e-16 (23 hits)		3.2e-48 (61 hits)		1.8e-10 (3 hits)			3.7e-17 (13 hits)										2.7e-11 (15 hits)	2.2e-33 (36 hits)			3.3e-11 (10 hits)	3.7e-24 (78 hits)	4.7e-14 (17 hits)										3.2e-31 (53 hits)	4.2e-12 (5 hits)			2.3e-21 (226 hits)
